run,seed,eval,test_wind,success_rate,vy,abs_x,tilt_deg,fuel_kg
ppo_windtrain15,0,eval_wind0,0.0,1.0,-0.40849049527892817,2.209358281025318,0.5297872142623364,787.4101621320647
ppo_windtrain15,0,eval_wind10,10.0,1.0,-0.48279308831491385,2.783604546152369,0.670412819642315,779.1365940107315
ppo_windtrain15,0,eval_wind12.5,12.5,1.0,-0.512485571635818,3.0694203333554673,1.0014312898074829,790.1475431356785
ppo_windtrain15,0,eval_wind15,15.0,0.98,-0.49246906640862564,3.6523466980260535,1.4469966551822209,795.0574518103022
ppo_windtrain15,0,eval_wind2.5,2.5,1.0,-0.394839211403659,2.0862301115338715,0.4834945876622891,788.6857251309576
ppo_windtrain15,0,eval_wind5,5.0,1.0,-0.448900117122943,2.3479310551891603,0.5427239144818605,774.147248986678
ppo_windtrain15,0,eval_wind7.5,7.5,1.0,-0.481756103353417,2.6454690234239298,0.5669996557108591,787.9632944489584
ppo_windtrain15,1,eval,,0.0,,,,2768.8877501405186
ppo_windtrain15,1,eval_wind0,0.0,0.0,,,,2779.934239769508
ppo_windtrain15,1,eval_wind10,10.0,0.0,,,,2771.7833398393805
ppo_windtrain15,1,eval_wind12.5,12.5,0.0,,,,2769.792906072673
ppo_windtrain15,1,eval_wind15,15.0,0.0,,,,2768.8877501405186
ppo_windtrain15,1,eval_wind2.5,2.5,0.0,,,,2779.5131860455185
ppo_windtrain15,1,eval_wind5,5.0,0.0,,,,2777.2383565164514
ppo_windtrain15,1,eval_wind7.5,7.5,0.0,,,,2773.8995837057905
sac_sweep_ent,0,eval,,1.0,-0.5333350826918053,3.1163291043179777,0.6054569814556352,1302.7203769659368
sac_sweep_ent,1,eval,,0.0,,,,2957.319420578563
sac_sweep_gamma_hi,0,eval,,0.0,,,,2953.9812763199534
sac_sweep_gamma_hi,1,eval,,0.0,,,,2959.53611170983
sac_sweep_gamma_lo,0,eval,,0.0,,,,2938.293502510515
sac_sweep_gamma_lo,1,eval,,0.0,,,,2950.591345269297
sac_sweep_gimbal15,0,eval,,1.0,-0.3832776383869432,2.1402915555842554,2.963545294086527,2219.8112454385687
sac_sweep_gimbal15,1,eval,,1.0,-0.2765911038279832,1.020731648299963,0.7019968803499848,2418.4933652334184
sac_sweep_gimbal5,0,eval,,1.0,-0.31098968682384726,0.2776967563455432,0.22831242879021008,2114.932280899452
sac_sweep_gimbal5,1,eval,,1.0,-0.818121479357548,0.647150931239462,3.0041056308326177,2721.911274186672
sac_sweep_lr_hi,0,eval,,1.0,-0.13336877729932944,2.345455281416269,0.5286269698326588,2578.832832427779
sac_sweep_lr_hi,1,eval,,1.0,-0.10783014554201197,2.2826095962802553,0.40740075447076024,1196.621839107786
sac_sweep_lr_lo,0,eval,,0.98,-0.23781837087123814,2.701712730269636,3.2595104024023183,2261.819572784782
